series_animedb_id,Anime Title,Anime Type,Episode Count,Watched Episodes,My Start Date,My Finish Date,My Score,My Status,Tags
50739,Otonari no Tenshi-sama ni Itsunomanika Dame Ningen ni Sareteita Ken,TV,12,12,10-01-2023,26-03-2023,8,Completed,
56876,Otonari no Tenshi-sama ni Itsunomanika Dame Ningen ni Sareteita Ken 2nd Season,TV,0,0,0000-00-00,0000-00-00,0,Plan to Watch,
40834,Ousama Ranking,TV,23,23,22-10-2021,25-03-2022,8,Completed,"The first half is a 9, the second half is a 7. So there you have it."
55744,Ousama Ranking Movie,Movie,1,0,0000-00-00,0000-00-00,0,Plan to Watch,
52657,Ousama Ranking: Yuuki no Takarabako,TV,10,10,26-04-2023,17-06-2023,7,Completed,
29803,Overlord,TV,13,13,0000-00-00,0000-00-00,7,Completed,
35073,Overlord II,TV,13,13,0000-00-00,0000-00-00,7,Completed,
37675,Overlord III,TV,13,13,0000-00-00,0000-00-00,7,Completed,
48895,Overlord IV,TV,13,13,06-07-2022,27-09-2022,9,Completed,
48896,Overlord Movie 3: Sei Oukoku-hen,Movie,1,0,0000-00-00,0000-00-00,0,Plan to Watch,
31181,Owarimonogatari,TV,12,12,0000-00-00,0000-00-00,9,Completed,
35247,Owarimonogatari 2nd Season,TV Special,7,7,0000-00-00,0000-00-00,10,Completed,
50380,Paripi Koumei,TV,12,12,09-04-2022,17-06-2022,10,Completed,
22135,Ping Pong the Animation,TV,11,11,27-10-2020,28-10-2020,9,Completed,Bad artstyle? Who gives a fuck?! This is fucking awesome.
329,Planetes,TV,26,0,0000-00-00,0000-00-00,0,Plan to Watch,
44961,Platinum End,TV,24,10,08-10-2021,0000-00-00,4,Dropped,"Don't mind me, just taking out this trash."
30240,Prison School,TV,12,12,0000-00-00,0000-00-00,8,Completed,
33926,Quanzhi Gaoshou,ONA,12,12,03-11-2020,05-11-2020,8,Completed,
37932,Quanzhi Gaoshou 2,ONA,12,12,06-11-2020,06-12-2020,8,Completed,
49559,Quanzhi Gaoshou 3,ONA,17,0,0000-00-00,0000-00-00,0,Plan to Watch,
51297,Ragna Crimson,TV,24,24,01-10-2023,30-03-2024,8,Completed,
6114,Rainbow: Nisha Rokubou no Shichinin,TV,26,26,27-07-2020,02-08-2020,9,Completed,A story of brotherhood finely presented.
48406,Re-Main,TV,12,12,06-07-2021,03-10-2021,7,Completed,
31240,Re:Zero kara Hajimeru Isekai Seikatsu,TV,25,25,0000-00-00,0000-00-00,8,Completed,
39587,Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season,TV,13,13,10-07-2020,01-10-2020,8,Completed,
42203,Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season Part 2,TV,12,12,07-01-2021,25-03-2021,9,Completed,
54857,Re:Zero kara Hajimeru Isekai Seikatsu 3rd Season,TV,16,1,04-10-2024,0000-00-00,0,Watching,
30015,ReLIFE,TV,13,13,02-02-2020,04-02-2020,8,Completed,
35466,ReLIFE: Kanketsu-hen,Special,4,4,05-02-2020,05-02-2020,8,Completed,
38992,Rikei ga Koi ni Ochita no de Shoumei shitemita.,TV,12,12,07-02-2020,14-03-2020,7,Completed,
43470,Rikei ga Koi ni Ochita no de Shoumei shitemita. Heart,TV,12,12,02-04-2022,18-06-2022,5,Completed,
52865,Romantic Killer,ONA,12,0,0000-00-00,0000-00-00,0,Plan to Watch,
50613,Rurouni Kenshin: Meiji Kenkaku Romantan (2023),TV,24,24,07-07-2023,15-12-2023,8,Completed,
57554,Rurouni Kenshin: Meiji Kenkaku Romantan - Kyoto Douran,TV,23,1,04-10-2024,0000-00-00,0,Watching,
51381,RWBY: Hyousetsu Teikoku,TV,12,8,05-07-2022,0000-00-00,5,Dropped,
50185,Ryman's Club,TV,12,4,01-02-2022,0000-00-00,5,Dropped,When the budget lasts only for the first episode.
54760,Ryza no Atelier: Tokoyami no Joou to Himitsu no Kakurega,TV,12,3,02-07-2023,0000-00-00,6,Dropped,Thicc Thighs The Animation but boring
48414,Sabikui Bisco,TV,12,12,12-01-2022,29-03-2022,7,Completed,
56008,Sabikui Bisco Season 2,TV,0,0,0000-00-00,0000-00-00,0,Plan to Watch,
48761,Saihate no Paladin,TV,12,12,11-10-2021,05-01-2022,5,Completed,
33255,Saiki Kusuo no ?-nan,TV,120,120,0000-00-00,0000-00-00,8,Completed,
34612,Saiki Kusuo no ?-nan 2,TV,24,24,0000-00-00,0000-00-00,8,Completed,
40542,Saiki Kusuo no ?-nan: ?-shidou-hen,ONA,6,6,22-01-2020,29-01-2020,8,Completed,
38249,Saiki Kusuo no ?-nan: Kanketsu-hen,TV Special,1,1,03-03-2020,03-03-2020,8,Completed,
12531,Sakamichi no Apollon,TV,12,0,0000-00-00,0000-00-00,0,Plan to Watch,
58939,Sakamoto Days,TV,0,0,0000-00-00,0000-00-00,0,Plan to Watch,
205,Samurai Champloo,TV,26,0,0000-00-00,0000-00-00,0,Plan to Watch,
54233,Sasayaku You ni Koi wo Utau,TV,12,2,16-04-2024,0000-00-00,6,Dropped,
2605,Sayonara Zetsubou Sensei,TV,12,0,0000-00-00,0000-00-00,0,Plan to Watch,
6500,Seikon no Qwaser,TV,24,4,0000-00-00,0000-00-00,4,Dropped,"An anime I started in the days I first learnt of the beautiful bubble called ecchi, and then quit when I realized that's all there is to it"
44203,Seirei Gensouki,TV,12,2,07-07-2021,0000-00-00,4,Dropped,"Meh. Meh what? Story, characters, animation, music and everything else."
37450,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,TV,13,13,0000-00-00,0000-00-00,8,Completed,
53129,Seishun Buta Yarou wa Odekake Sister no Yume wo Minai,Movie,1,0,0000-00-00,0000-00-00,0,Plan to Watch,
54870,Seishun Buta Yarou wa Randoseru Girl no Yume wo Minai,Movie,1,0,0000-00-00,0000-00-00,0,Plan to Watch,
38329,Seishun Buta Yarou wa Yumemiru Shoujo no Yume wo Minai,Movie,1,1,16-04-2021,16-04-2021,9,Completed,
57433,Seishun Buta Yarou: Santa Claus no Yume wo Minai,TV,0,0,0000-00-00,0000-00-00,0,Plan to Watch,
47790,"Sekai Saikou no Ansatsusha, Isekai Kizoku ni Tensei suru",TV,12,12,07-10-2021,23-12-2021,7,Completed,
58488,Sengoku Youko: Senma Konton-hen,TV,22,10,06-08-2024,0000-00-00,0,Watching,
56242,Sengoku Youko: Yonaoshi Kyoudai-hen,TV,13,13,11-01-2024,04-04-2024,7,Completed,
53770,Sentai Daishikkaku,TV,12,12,30-04-2024,01-07-2024,0,Completed,
59189,Sentai Daishikkaku 2nd Season,TV,0,0,0000-00-00,0000-00-00,0,Plan to Watch,
41456,"Sentouin, Hakenshimasu!",TV,12,12,05-04-2021,22-06-2021,7,Completed,
43439,Shadows House,TV,13,13,12-04-2021,05-07-2021,8,Completed,
49782,Shadows House 2nd Season,TV,12,12,10-07-2022,24-09-2022,8,Completed,
42205,Shaman King (2021),TV,52,52,04-04-2021,22-04-2022,6,Completed,
52347,"Shangri-La Frontier: Kusoge Hunter, Kamige ni Idoman to su",TV,25,25,01-10-2023,31-03-2024,8,Completed,
58572,"Shangri-La Frontier: Kusoge Hunter, Kamige ni Idoman to su 2nd Season",TV,0,0,0000-00-00,0000-00-00,0,Plan to Watch,
23273,Shigatsu wa Kimi no Uso,TV,22,22,0000-00-00,0000-00-00,9,Completed,
44074,Shiguang Dailiren,ONA,11,0,0000-00-00,0000-00-00,0,Plan to Watch,
56752,Shiguang Dailiren: Yingdu Pian,ONA,8,0,0000-00-00,0000-00-00,0,Plan to Watch,
58426,Shikanoko Nokonoko Koshitantan,TV,12,4,09-07-2024,29-07-2024,6,Dropped,
37396,Shikioriori,Movie,3,0,0000-00-00,0000-00-00,0,Plan to Watch,
44037,"Shin no Nakama ja Nai to Yuusha no Party wo Oidasareta node, Henkyou de Slow Life suru Koto ni Shimashita",TV,13,13,07-10-2021,30-12-2021,8,Completed,
53488,"Shin no Nakama ja Nai to Yuusha no Party wo Oidasareta node, Henkyou de Slow Life suru Koto ni Shimashita 2nd",TV,12,12,08-01-2024,24-03-2024,8,Completed,
38659,Shinchou Yuusha: Kono Yuusha ga Ore Tueee Kuse ni Shinchou Sugiru,TV,12,12,02-10-2019,28-12-2019,7,Completed,
16498,Shingeki no Kyojin,TV,25,25,0000-00-00,0000-00-00,9,Completed,
25777,Shingeki no Kyojin Season 2,TV,12,12,0000-00-00,0000-00-00,9,Completed,
35760,Shingeki no Kyojin Season 3,TV,12,12,0000-00-00,0000-00-00,9,Completed,
38524,Shingeki no Kyojin Season 3 Part 2,TV,10,10,29-04-2019,01-07-2019,10,Completed,
40028,Shingeki no Kyojin: The Final Season,TV,16,16,07-12-2020,30-03-2021,9,Completed,
23233,Shinmai Maou no Testament,TV,12,12,0000-00-00,0000-00-00,5,Completed,
30363,Shinmai Maou no Testament Burst,TV,10,10,0000-00-00,0000-00-00,5,Completed,
30,Shinseiki Evangelion,TV,26,0,0000-00-00,0000-00-00,0,Plan to Watch,
13125,Shinsekai yori,TV,25,25,30-09-2019,09-10-2019,7,Completed,"The only one that falls in the HORROR genre in the list other than the godawful future diary, Awful pacing, Good ending"
25835,Shirobako,TV,24,24,0000-00-00,0000-00-00,8,Completed,
28171,Shokugeki no Souma,TV,24,24,0000-00-00,0000-00-00,8,Completed,
40902,Shokugeki no Souma: Gou no Sara,TV,13,13,11-04-2020,26-09-2020,7,Completed,
32282,Shokugeki no Souma: Ni no Sara,TV,13,13,0000-00-00,0000-00-00,8,Completed,
35788,Shokugeki no Souma: San no Sara,TV,12,12,0000-00-00,0000-00-00,7,Completed,
36949,Shokugeki no Souma: San no Sara - Tootsuki Ressha-hen,TV,12,12,0000-00-00,0000-00-00,7,Completed,
39940,Shokugeki no Souma: Shin no Sara,TV,12,12,12-10-2019,28-12-2019,5,Completed,
35838,Shoujo Shuumatsu Ryokou,TV,12,12,22-04-2020,23-04-2020,9,Completed,The most underrated anime till date
28735,Shouwa Genroku Rakugo Shinjuu,TV,13,0,0000-00-00,0000-00-00,0,Plan to Watch,
33095,Shouwa Genroku Rakugo Shinjuu: Sukeroku Futatabi-hen,TV,12,0,0000-00-00,0000-00-00,0,Plan to Watch,
44942,Shuumatsu no Walküre,ONA,12,12,19-06-2021,04-07-2021,6,Completed,
42923,SK?,TV,12,12,14-01-2021,04-04-2021,8,Completed,
49363,SK? (OVA),OVA,1,0,0000-00-00,0000-00-00,0,Plan to Watch,
52750,SK? 2nd Season,TV,0,0,0000-00-00,0000-00-00,0,Plan to Watch,
50416,Skip to Loafer,TV,12,12,16-04-2023,21-06-2023,8,Completed,
40586,"Slime Taoshite 300-nen, Shiranai Uchi ni Level Max ni Nattemashita",TV,12,12,11-04-2021,28-06-2021,8,Completed,
50738,"Slime Taoshite 300-nen, Shiranai Uchi ni Level Max ni Nattemashita: Sono Ni",TV,0,0,0000-00-00,0000-00-00,0,Plan to Watch,
39575,Somali to Mori no Kamisama,TV,12,12,12-01-2020,27-03-2020,8,Completed,
48849,Sonny Boy,TV,12,12,16-07-2021,01-10-2021,6,Completed,Wannabe monogatari with an unsatisfying ending.
48736,Sono Bisque Doll wa Koi wo Suru,TV,12,12,09-01-2022,28-03-2022,10,Completed,
53065,Sono Bisque Doll wa Koi wo Suru (Zoku-hen),Unknown,0,0,0000-00-00,0000-00-00,0,Plan to Watch,
35839,Sora yori mo Tooi Basho,TV,13,13,02-10-2019,09-10-2019,9,Completed,"SUBARASHII!!!, another beautiful anime"
52991,Sousou no Frieren,TV,28,28,30-09-2023,22-03-2024,10,Completed,
59978,Sousou no Frieren 2nd Season,TV,0,0,0000-00-00,0000-00-00,0,Plan to Watch,
51252,Spy Kyoushitsu,TV,12,4,06-01-2023,0000-00-00,5,Dropped,Sigh. Meh.
50265,Spy x Family,TV,12,12,11-04-2022,26-06-2022,8,Completed,
50602,Spy x Family Part 2,TV,13,13,05-10-2022,25-12-2022,8,Completed,
53887,Spy x Family Season 2,TV,12,4,08-10-2023,0000-00-00,6,Dropped,"Yup, just as boring as the manga."
49357,Star Wars: Visions,ONA,9,9,25-01-2023,27-01-2023,7,Completed,
9253,Steins;Gate,TV,24,24,02-08-2022,19-08-2022,9,Completed,
30484,Steins;Gate 0,TV,23,23,01-11-2022,11-11-2022,9,Completed,
11577,Steins;Gate Movie: Fuka Ryouiki no Déjà vu,Movie,1,1,01-11-2022,01-11-2022,8,Completed,
32188,Steins;Gate: Kyoukaimenjou no Missing Link - Divide By Zero,TV Special,1,1,01-11-2022,01-11-2022,7,Completed,
10863,Steins;Gate: Oukoubakko no Poriomania,Special,1,1,31-10-2022,31-10-2022,9,Completed,
54234,Suki na Ko ga Megane wo Wasureta,TV,13,6,05-07-2023,0000-00-00,5,Dropped,"Fucking stupid. ""My glasses are at your place, it's like I am at your place, teehee"", STFU."
47194,Summertime Render,TV,25,25,18-04-2022,30-09-2022,10,Completed,
40685,Super Cub,TV,12,12,20-04-2021,26-06-2021,8,Completed,
7311,Suzumiya Haruhi no Shoushitsu,Movie,1,0,0000-00-00,0000-00-00,0,Plan to Watch,
849,Suzumiya Haruhi no Yuuutsu,TV,14,0,0000-00-00,0000-00-00,0,Plan to Watch,
4382,Suzumiya Haruhi no Yuuutsu (2009),TV,14,0,0000-00-00,0000-00-00,0,Plan to Watch,
48556,Takt Op. Destiny,TV,12,12,06-10-2021,22-12-2021,6,Completed,
46471,"Tantei wa Mou, Shindeiru.",TV,12,12,06-07-2021,19-09-2021,4,Completed,Why did you turn cringe? You were at 7.85! Where did the animation quality from the first episode go?! #Car.png
35790,Tate no Yuusha no Nariagari,TV,25,25,0000-00-00,0000-00-00,7,Completed,
40356,Tate no Yuusha no Nariagari Season 2,TV,13,4,07-04-2022,0000-00-00,4,Dropped,"Why is that green haired chick crying? Wait, who is she? Who is this old lady? Who is this pink haired lady? When did they learn martial arts? WHERE IS THE FUCKING CONTEXT?! WHY IS THE CG SO FUCKING TERRIBLE?!<Studio Deen Fate/Stay night CG dragon."
2001,Tengen Toppa Gurren Lagann,TV,27,27,0000-00-00,0000-00-00,6,Completed,
53393,Tengoku Daimakyou,TV,13,13,03-04-2023,26-06-2023,6,Completed,
52736,Tensei Oujo to Tensai Reijou no Mahou Kakumei,TV,12,12,13-01-2023,22-03-2023,6,Completed,
49891,Tensei shitara Ken deshita,TV,12,12,29-09-2022,14-12-2022,8,Completed,
53913,Tensei shitara Ken deshita 2,TV,0,0,0000-00-00,0000-00-00,0,Plan to Watch,
37430,Tensei shitara Slime Datta Ken,TV,24,24,0000-00-00,0000-00-00,8,Completed,
39551,Tensei shitara Slime Datta Ken 2nd Season,TV,12,12,13-01-2021,30-03-2021,7,Completed,
41487,Tensei shitara Slime Datta Ken 2nd Season Part 2,TV,12,12,10-07-2021,22-09-2021,8,Completed,
53580,Tensei shitara Slime Datta Ken 3rd Season,TV,24,4,05-04-2024,0000-00-00,0,Dropped,
49877,Tensei shitara Slime Datta Ken Movie: Guren no Kizuna-hen,Movie,1,1,28-06-2023,28-06-2023,5,Completed,
41488,Tensura Nikki: Tensei shitara Slime Datta Ken,TV,12,12,04-07-2021,13-07-2021,8,Completed,
41353,The God of High School,TV,13,13,08-07-2020,29-09-2020,7,Completed,
57557,The One Piece,ONA,0,0,0000-00-00,0000-00-00,0,Plan to Watch,
40730,Tian Guan Cifu,ONA,11,11,26-11-2020,02-01-2021,8,Completed,
50399,Tian Guan Cifu Er,ONA,12,0,0000-00-00,0000-00-00,0,Plan to Watch,
54744,Tokidoki Bosotto Russia-go de Dereru Tonari no Alya-san,TV,12,12,04-07-2024,18-09-2024,8,Completed,
59873,Tokidoki Bosotto Russia-go de Dereru Tonari no Alya-san Season 2,TV,0,0,0000-00-00,0000-00-00,0,Plan to Watch,
22319,Tokyo Ghoul,TV,12,12,0000-00-00,0000-00-00,7,Completed,
27899,Tokyo Ghoul ?A,TV,12,12,0000-00-00,0000-00-00,6,Completed,
36511,Tokyo Ghoul:re,TV,12,12,0000-00-00,0000-00-00,4,Completed,
37799,Tokyo Ghoul:re 2nd Season,TV,12,3,0000-00-00,0000-00-00,1,Dropped,A masterpiece of a manga ruined by another mediocre studio 
42249,Tokyo Revengers,TV,24,24,12-04-2021,19-09-2021,7,Completed,
50608,Tokyo Revengers: Seiya Kessen-hen,TV,13,13,10-01-2023,03-04-2023,6,Completed,
54918,Tokyo Revengers: Tenjiku-hen,TV,13,13,04-10-2023,27-12-2023,5,Completed,
52305,Tomo-chan wa Onnanoko!,TV,13,13,05-01-2023,30-03-2023,8,Completed,
14227,Tonari no Kaibutsu-kun,TV,13,13,24-08-2020,05-09-2020,8,Completed,
53446,Tondemo Skill de Isekai Hourou Meshi,TV,12,12,11-01-2023,29-03-2023,7,Completed,
57025,Tondemo Skill de Isekai Hourou Meshi 2nd Season,TV,0,0,0000-00-00,0000-00-00,0,Plan to Watch,
41389,Tonikaku Kawaii,TV,12,12,04-10-2020,19-12-2020,8,Completed,
50307,Tonikaku Kawaii 2nd Season,TV,12,12,08-04-2023,24-06-2023,7,Completed,
55651,Tonikaku Kawaii: Joshikou-hen,ONA,4,4,13-07-2023,24-08-2023,7,Completed,
51533,Tonikaku Kawaii: Seifuku,Special,1,1,08-04-2023,08-04-2023,8,Completed,
44931,Tonikaku Kawaii: SNS,OVA,1,1,02-09-2021,02-09-2021,8,Completed,
4224,Toradora!,TV,25,25,0000-00-00,0000-00-00,7,Completed,
57508,Trapezium,Movie,1,0,0000-00-00,0000-00-00,0,Plan to Watch,
6,Trigun,TV,26,0,0000-00-00,0000-00-00,0,Plan to Watch,
56662,Trillion Game,TV,26,1,05-10-2024,0000-00-00,0,Dropped,
58059,Tsue to Tsurugi no Wistoria,TV,12,12,08-07-2024,30-09-2024,8,Completed,
59983,Tsue to Tsurugi no Wistoria 2nd Season,TV,0,0,0000-00-00,0000-00-00,0,Plan to Watch,
43523,Tsuki ga Michibiku Isekai Douchuu,TV,12,12,08-08-2021,23-09-2021,9,Completed,
49889,Tsuki ga Michibiku Isekai Douchuu 2nd Season,TV,25,25,09-01-2024,25-06-2024,8,Completed,
59139,Tsuki ga Michibiku Isekai Douchuu 3rd Season,TV,0,0,0000-00-00,0000-00-00,0,Plan to Watch,
28025,Tsukimonogatari,TV Special,4,4,0000-00-00,0000-00-00,8,Completed,
43556,Tsurune Movie: Hajimari no Issha,Movie,1,0,0000-00-00,0000-00-00,0,Plan to Watch,
36653,Tsurune: Kazemai Koukou Kyuudou-bu,TV,13,0,0000-00-00,0000-00-00,0,Plan to Watch,
38921,Tsurune: Kazemai Koukou Kyuudou-bu - Yabai,Special,1,0,0000-00-00,0000-00-00,0,Plan to Watch,
52826,Tsurune: Tsunagari no Issha,TV,13,0,0000-00-00,0000-00-00,0,Plan to Watch,
38573,Tsuujou Kougeki ga Zentai Kougeki de Ni-kai Kougeki no Okaasan wa Suki desu ka?,TV,12,12,0000-00-00,28-09-2019,1,Completed,IDFK why I started this crap
39324,"Uchi no Ko no Tame naraba, Ore wa Moshikashitara Maou mo Taoseru kamo Shirenai.",TV,12,12,0000-00-00,20-09-2019,6,Completed,
12431,Uchuu Kyoudai,TV,99,0,0000-00-00,0000-00-00,0,Plan to Watch,
52741,Undead Unluck,TV,24,24,11-10-2023,23-03-2024,9,Completed,
40620,Uramichi Oniisan,TV,13,13,08-07-2021,28-09-2021,8,Completed,
50710,Urusei Yatsura (2022),TV,23,11,15-10-2022,0000-00-00,5,Dropped,Outdated humour
29854,Ushio to Tora (TV),TV,26,26,0000-00-00,0000-00-00,7,Completed,
31098,Ushio to Tora (TV) 2nd Season,TV,13,13,0000-00-00,0000-00-00,7,Completed,
41226,Uzaki-chan wa Asobitai!,TV,12,12,11-07-2020,26-09-2020,7,Completed,
40333,Uzumaki,TV,4,0,0000-00-00,0000-00-00,0,Plan to Watch,
39518,Vampire in the Garden,ONA,5,5,17-05-2022,19-05-2022,6,Completed,The second original music based wit studio anime. They used the same formula and somehow still managed to fuck it up. Desperately does everything it can to make you care about the characters even though they are barely tolerable.
48580,Vanitas no Karte,TV,12,12,03-07-2021,18-09-2021,9,Completed,
49114,Vanitas no Karte Part 2,TV,12,12,15-01-2022,02-04-2022,9,Completed,
37521,Vinland Saga,TV,24,24,08-07-2019,30-12-2019,10,Completed,"best anime ending song, one of the best finale ever."
49387,Vinland Saga Season 2,TV,24,24,10-01-2023,20-06-2023,10,Completed,
33352,Violet Evergarden,TV,13,13,0000-00-00,0000-00-00,9,Completed,
39741,Violet Evergarden Gaiden: Eien to Jidou Shuki Ningyou,Movie,1,1,04-01-2021,04-01-2021,9,Completed,
37987,Violet Evergarden Movie,Movie,1,1,17-03-2022,17-03-2022,10,Completed,#8
46095,Vivy: Fluorite Eye's Song,TV,13,13,04-04-2021,24-06-2021,9,Completed,
16742,Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui!,TV,12,0,0000-00-00,0000-00-00,0,Plan to Watch,
20449,"Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui!: Motenaishi, Nazomeite Miru",OVA,1,0,0000-00-00,0000-00-00,0,Plan to Watch,
53833,Watashi no Oshi wa Akuyaku Reijou.,TV,12,12,03-10-2023,19-12-2023,7,Completed,
54900,Wind Breaker,TV,13,13,06-04-2024,28-06-2024,0,Completed,
59160,Wind Breaker Season 2,TV,0,0,0000-00-00,0000-00-00,0,Plan to Watch,
43299,Wonder Egg Priority,TV,12,12,14-01-2021,31-03-2021,8,Completed,
48614,Wonder Egg Priority: Watashi no Priority,TV Special,1,1,24-10-2021,24-10-2021,3,Completed,Wtf even happened? What was that?
35968,Wotaku ni Koi wa Muzukashii,TV,11,11,0000-00-00,0000-00-00,8,Completed,
38349,Wotaku ni Koi wa Muzukashii OVA,OVA,3,3,17-11-2021,18-11-2021,8,Completed,
41094,Xian Wang de Richang Shenghuo,ONA,15,0,0000-00-00,0000-00-00,0,Plan to Watch,
44069,Xian Wang de Richang Shenghuo 2,ONA,12,0,0000-00-00,0000-00-00,0,Plan to Watch,
50404,Xian Wang de Richang Shenghuo 3,ONA,12,0,0000-00-00,0000-00-00,0,Plan to Watch,
37786,Yagate Kimi ni Naru,TV,13,0,0000-00-00,0000-00-00,0,Plan to Watch,
14813,Yahari Ore no Seishun Love Comedy wa Machigatteiru.,TV,13,13,0000-00-00,0000-00-00,7,Completed,An insult to the light novel
39547,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Kan,TV,12,12,12-07-2020,27-09-2020,9,Completed,
46431,"Yahari Ore no Seishun Love Comedy wa Machigatteiru. Kan: Dakara, Shishunki wa Owarazu ni, Seishun wa Tsuzuiteiku.",OVA,1,1,17-05-2023,17-05-2023,8,Completed,
23847,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku,TV,13,13,0000-00-00,0000-00-00,8,Completed,
37779,Yakusoku no Neverland,TV,12,12,0000-00-00,0000-00-00,8,Completed,
39617,Yakusoku no Neverland 2nd Season,TV,11,11,07-01-2021,26-03-2021,2,Completed,
53126,Yamada-kun to Lv999 no Koi wo Suru,TV,13,13,03-04-2023,25-06-2023,9,Completed,
39710,Yesterday wo Utatte,TV,12,12,06-04-2020,21-06-2020,7,Completed,
50346,Yofukashi no Uta,TV,13,13,10-07-2022,30-09-2022,9,Completed,
58390,Yofukashi no Uta 2nd Season,TV,0,0,0000-00-00,0000-00-00,0,Plan to Watch,
54839,Yoru no Kurage wa Oyogenai,TV,12,11,13-04-2024,25-06-2024,6,Dropped,
32615,Youjo Senki,TV,12,12,0000-00-00,0000-00-00,9,Completed,
49233,Youjo Senki II,TV,0,0,0000-00-00,0000-00-00,0,Plan to Watch,
37055,Youjo Senki Movie,Movie,1,1,16-04-2021,16-04-2021,9,Completed,
34798,Yuru Camp?,TV,12,12,28-08-2019,30-08-2019,9,Completed,"One of the most wholesome anime I have watched, second only to Hinamatsuri."
38475,Yuru Camp? Movie,Movie,1,1,07-08-2023,07-08-2023,10,Completed,
38474,Yuru Camp? Season 2,TV,13,13,08-01-2021,03-04-2021,9,Completed,
53410,Yuru Camp? Season 3,TV,12,12,07-04-2024,24-06-2024,0,Completed,
392,Yuu?Yuu?Hakusho,TV,112,0,0000-00-00,0000-00-00,0,Plan to Watch,
40911,Yuukoku no Moriarty,TV,11,11,04-10-2020,21-12-2020,8,Completed,
43325,Yuukoku no Moriarty Part 2,TV,13,13,29-03-2021,28-06-2021,8,Completed,
6377,Zan Sayonara Zetsubou Sensei,TV,13,0,0000-00-00,0000-00-00,0,Plan to Watch,
23283,Zankyou no Terror,TV,11,11,0000-00-00,08-08-2019,7,Completed,
5300,Zoku Natsume Yuujinchou,TV,13,0,0000-00-00,0000-00-00,0,Plan to Watch,
36999,Zoku Owarimonogatari,TV,6,6,0000-00-00,09-09-2020,9,Completed,Finale to the Monogatari series 
3228,Zoku Sayonara Zetsubou Sensei,TV,13,0,0000-00-00,0000-00-00,0,Plan to Watch,
54112,Zom 100: Zombie ni Naru made ni Shitai 100 no Koto,TV,12,12,09-07-2023,28-12-2023,6,Completed,
37976,Zombieland Saga,TV,12,0,0000-00-00,0000-00-00,0,Plan to Watch,
50159,Zombieland Saga Movie,Movie,1,0,0000-00-00,0000-00-00,0,Plan to Watch,
40174,Zombieland Saga Revenge,TV,12,0,0000-00-00,0000-00-00,0,Plan to Watch,
